word,part_of_speech,class,definition_en,definition_sn,example_sentence,synonyms,antonyms,source
munorotwa,verb,,you (plural) dream (to be v-ed) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: you (plural) kubva pane: kurotwa,,,,Morphological Engine (Conjugation of kurotwa)
murikurotwa,verb,,you (plural) are currently dream (to be v-ed) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: you (plural) kubva pane: kurotwa,,,,Morphological Engine (Conjugation of kurotwa)
marotwa,verb,,you (plural) dream (to be v-ed) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: you (plural) kubva pane: kurotwa,,,,Morphological Engine (Conjugation of kurotwa)
makarotwa,verb,,you (plural) dream (to be v-ed) (conjugation: remote past tense),chiito chakaitika kare chemunhu: you (plural) kubva pane: kurotwa,,,,Morphological Engine (Conjugation of kurotwa)
mucharotwa,verb,,you (plural) will dream (to be v-ed) (conjugation: future tense),chiito chichazoitika chemunhu: you (plural) kubva pane: kurotwa,,,,Morphological Engine (Conjugation of kurotwa)
vanorotwa,verb,,they dream (to be v-ed) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: they kubva pane: kurotwa,,,,Morphological Engine (Conjugation of kurotwa)
varikurotwa,verb,,they are currently dream (to be v-ed) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: they kubva pane: kurotwa,,,,Morphological Engine (Conjugation of kurotwa)
varotwa,verb,,they dream (to be v-ed) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: they kubva pane: kurotwa,,,,Morphological Engine (Conjugation of kurotwa)
vakarotwa,verb,,they dream (to be v-ed) (conjugation: remote past tense),chiito chakaitika kare chemunhu: they kubva pane: kurotwa,,,,Morphological Engine (Conjugation of kurotwa)
vacharotwa,verb,,they will dream (to be v-ed) (conjugation: future tense),chiito chichazoitika chemunhu: they kubva pane: kurotwa,,,,Morphological Engine (Conjugation of kurotwa)
ndinorotesa,verb,,I dream (to cause to v; make v) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: I kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
ndirikurotesa,verb,,I am currently dream (to cause to v; make v) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: I kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
ndarotesa,verb,,I dream (to cause to v; make v) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: I kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
ndakarotesa,verb,,I dream (to cause to v; make v) (conjugation: remote past tense),chiito chakaitika kare chemunhu: I kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
ndicharotesa,verb,,I will dream (to cause to v; make v) (conjugation: future tense),chiito chichazoitika chemunhu: I kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
unorotesa,verb,,you (singular) dream (to cause to v; make v) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: you (singular) kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
urikurotesa,verb,,you (singular) are currently dream (to cause to v; make v) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: you (singular) kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
warotesa,verb,,you (singular) dream (to cause to v; make v) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: you (singular) kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
wakarotesa,verb,,you (singular) dream (to cause to v; make v) (conjugation: remote past tense),chiito chakaitika kare chemunhu: you (singular) kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
ucharotesa,verb,,you (singular) will dream (to cause to v; make v) (conjugation: future tense),chiito chichazoitika chemunhu: you (singular) kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
anorotesa,verb,,he/she/it dream (to cause to v; make v) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: he/she/it kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
arikurotesa,verb,,he/she/it is currently dream (to cause to v; make v) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: he/she/it kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
arotesa,verb,,he/she/it dream (to cause to v; make v) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: he/she/it kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
akarotesa,verb,,he/she/it dream (to cause to v; make v) (conjugation: remote past tense),chiito chakaitika kare chemunhu: he/she/it kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
acharotesa,verb,,he/she/it will dream (to cause to v; make v) (conjugation: future tense),chiito chichazoitika chemunhu: he/she/it kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
tinorotesa,verb,,we dream (to cause to v; make v) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: we kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
tirikurotesa,verb,,we are currently dream (to cause to v; make v) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: we kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
tarotesa,verb,,we dream (to cause to v; make v) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: we kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
takarotesa,verb,,we dream (to cause to v; make v) (conjugation: remote past tense),chiito chakaitika kare chemunhu: we kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
ticharotesa,verb,,we will dream (to cause to v; make v) (conjugation: future tense),chiito chichazoitika chemunhu: we kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
munorotesa,verb,,you (plural) dream (to cause to v; make v) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: you (plural) kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
murikurotesa,verb,,you (plural) are currently dream (to cause to v; make v) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: you (plural) kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
marotesa,verb,,you (plural) dream (to cause to v; make v) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: you (plural) kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
makarotesa,verb,,you (plural) dream (to cause to v; make v) (conjugation: remote past tense),chiito chakaitika kare chemunhu: you (plural) kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
mucharotesa,verb,,you (plural) will dream (to cause to v; make v) (conjugation: future tense),chiito chichazoitika chemunhu: you (plural) kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
vanorotesa,verb,,they dream (to cause to v; make v) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: they kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
varikurotesa,verb,,they are currently dream (to cause to v; make v) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: they kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
varotesa,verb,,they dream (to cause to v; make v) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: they kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
vakarotesa,verb,,they dream (to cause to v; make v) (conjugation: remote past tense),chiito chakaitika kare chemunhu: they kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
vacharotesa,verb,,they will dream (to cause to v; make v) (conjugation: future tense),chiito chichazoitika chemunhu: they kubva pane: kurotesa,,,,Morphological Engine (Conjugation of kurotesa)
ndinorotana,verb,,I dream (to v each other) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: I kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
ndirikurotana,verb,,I am currently dream (to v each other) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: I kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
ndarotana,verb,,I dream (to v each other) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: I kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
ndakarotana,verb,,I dream (to v each other) (conjugation: remote past tense),chiito chakaitika kare chemunhu: I kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
ndicharotana,verb,,I will dream (to v each other) (conjugation: future tense),chiito chichazoitika chemunhu: I kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
unorotana,verb,,you (singular) dream (to v each other) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: you (singular) kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
urikurotana,verb,,you (singular) are currently dream (to v each other) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: you (singular) kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
warotana,verb,,you (singular) dream (to v each other) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: you (singular) kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
wakarotana,verb,,you (singular) dream (to v each other) (conjugation: remote past tense),chiito chakaitika kare chemunhu: you (singular) kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
ucharotana,verb,,you (singular) will dream (to v each other) (conjugation: future tense),chiito chichazoitika chemunhu: you (singular) kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
anorotana,verb,,he/she/it dream (to v each other) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: he/she/it kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
arikurotana,verb,,he/she/it is currently dream (to v each other) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: he/she/it kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
arotana,verb,,he/she/it dream (to v each other) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: he/she/it kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
akarotana,verb,,he/she/it dream (to v each other) (conjugation: remote past tense),chiito chakaitika kare chemunhu: he/she/it kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
acharotana,verb,,he/she/it will dream (to v each other) (conjugation: future tense),chiito chichazoitika chemunhu: he/she/it kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
tinorotana,verb,,we dream (to v each other) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: we kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
tirikurotana,verb,,we are currently dream (to v each other) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: we kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
tarotana,verb,,we dream (to v each other) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: we kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
takarotana,verb,,we dream (to v each other) (conjugation: remote past tense),chiito chakaitika kare chemunhu: we kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
ticharotana,verb,,we will dream (to v each other) (conjugation: future tense),chiito chichazoitika chemunhu: we kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
munorotana,verb,,you (plural) dream (to v each other) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: you (plural) kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
murikurotana,verb,,you (plural) are currently dream (to v each other) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: you (plural) kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
marotana,verb,,you (plural) dream (to v each other) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: you (plural) kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
makarotana,verb,,you (plural) dream (to v each other) (conjugation: remote past tense),chiito chakaitika kare chemunhu: you (plural) kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
mucharotana,verb,,you (plural) will dream (to v each other) (conjugation: future tense),chiito chichazoitika chemunhu: you (plural) kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
vanorotana,verb,,they dream (to v each other) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: they kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
varikurotana,verb,,they are currently dream (to v each other) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: they kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
varotana,verb,,they dream (to v each other) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: they kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
vakarotana,verb,,they dream (to v each other) (conjugation: remote past tense),chiito chakaitika kare chemunhu: they kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
vacharotana,verb,,they will dream (to v each other) (conjugation: future tense),chiito chichazoitika chemunhu: they kubva pane: kurotana,,,,Morphological Engine (Conjugation of kurotana)
