mwana	child; offspring
ndakarimisa	I cultivate (to cause to v; make v) (conjugation: remote past tense)
ndicharimisa	I will cultivate (to cause to v; make v) (conjugation: future tense)
unorimisa	you (singular) cultivate (to cause to v; make v) (conjugation: present habitual tense)
urikurimisa	you (singular) are currently cultivate (to cause to v; make v) (conjugation: progressive tense)
warimisa	you (singular) cultivate (to cause to v; make v) recently (conjugation: near past tense)
wakarimisa	you (singular) cultivate (to cause to v; make v) (conjugation: remote past tense)
ucharimisa	you (singular) will cultivate (to cause to v; make v) (conjugation: future tense)
anorimisa	he/she/it cultivate (to cause to v; make v) (conjugation: present habitual tense)
arikurimisa	he/she/it is currently cultivate (to cause to v; make v) (conjugation: progressive tense)
arimisa	he/she/it cultivate (to cause to v; make v) recently (conjugation: near past tense)
akarimisa	he/she/it cultivate (to cause to v; make v) (conjugation: remote past tense)
acharimisa	he/she/it will cultivate (to cause to v; make v) (conjugation: future tense)
tinorimisa	we cultivate (to cause to v; make v) (conjugation: present habitual tense)
tirikurimisa	we are currently cultivate (to cause to v; make v) (conjugation: progressive tense)
tarimisa	we cultivate (to cause to v; make v) recently (conjugation: near past tense)
takarimisa	we cultivate (to cause to v; make v) (conjugation: remote past tense)
ticharimisa	we will cultivate (to cause to v; make v) (conjugation: future tense)
munorimisa	you (plural) cultivate (to cause to v; make v) (conjugation: present habitual tense)
murikurimisa	you (plural) are currently cultivate (to cause to v; make v) (conjugation: progressive tense)
marimisa	you (plural) cultivate (to cause to v; make v) recently (conjugation: near past tense)
makarimisa	you (plural) cultivate (to cause to v; make v) (conjugation: remote past tense)
mucharimisa	you (plural) will cultivate (to cause to v; make v) (conjugation: future tense)
vanorimisa	they cultivate (to cause to v; make v) (conjugation: present habitual tense)
varikurimisa	they are currently cultivate (to cause to v; make v) (conjugation: progressive tense)
varimisa	they cultivate (to cause to v; make v) recently (conjugation: near past tense)
vakarimisa	they cultivate (to cause to v; make v) (conjugation: remote past tense)
vacharimisa	they will cultivate (to cause to v; make v) (conjugation: future tense)
ndinorimana	I cultivate (to v each other) (conjugation: present habitual tense)
ndirikurimana	I am currently cultivate (to v each other) (conjugation: progressive tense)
ndarimana	I cultivate (to v each other) recently (conjugation: near past tense)
ndakarimana	I cultivate (to v each other) (conjugation: remote past tense)
ndicharimana	I will cultivate (to v each other) (conjugation: future tense)
unorimana	you (singular) cultivate (to v each other) (conjugation: present habitual tense)
urikurimana	you (singular) are currently cultivate (to v each other) (conjugation: progressive tense)
warimana	you (singular) cultivate (to v each other) recently (conjugation: near past tense)
wakarimana	you (singular) cultivate (to v each other) (conjugation: remote past tense)
ucharimana	you (singular) will cultivate (to v each other) (conjugation: future tense)
anorimana	he/she/it cultivate (to v each other) (conjugation: present habitual tense)
arikurimana	he/she/it is currently cultivate (to v each other) (conjugation: progressive tense)
arimana	he/she/it cultivate (to v each other) recently (conjugation: near past tense)
akarimana	he/she/it cultivate (to v each other) (conjugation: remote past tense)
acharimana	he/she/it will cultivate (to v each other) (conjugation: future tense)
tinorimana	we cultivate (to v each other) (conjugation: present habitual tense)
tirikurimana	we are currently cultivate (to v each other) (conjugation: progressive tense)
tarimana	we cultivate (to v each other) recently (conjugation: near past tense)
takarimana	we cultivate (to v each other) (conjugation: remote past tense)
ticharimana	we will cultivate (to v each other) (conjugation: future tense)
munorimana	you (plural) cultivate (to v each other) (conjugation: present habitual tense)
murikurimana	you (plural) are currently cultivate (to v each other) (conjugation: progressive tense)
marimana	you (plural) cultivate (to v each other) recently (conjugation: near past tense)
makarimana	you (plural) cultivate (to v each other) (conjugation: remote past tense)
mucharimana	you (plural) will cultivate (to v each other) (conjugation: future tense)
vanorimana	they cultivate (to v each other) (conjugation: present habitual tense)
varikurimana	they are currently cultivate (to v each other) (conjugation: progressive tense)
varimana	they cultivate (to v each other) recently (conjugation: near past tense)
vakarimana	they cultivate (to v each other) (conjugation: remote past tense)
vacharimana	they will cultivate (to v each other) (conjugation: future tense)
ndinorimira	I cultivate (to v for / at / on behalf of) (conjugation: present habitual tense)
ndirikurimira	I am currently cultivate (to v for / at / on behalf of) (conjugation: progressive tense)
ndarimira	I cultivate (to v for / at / on behalf of) recently (conjugation: near past tense)
ndakarimira	I cultivate (to v for / at / on behalf of) (conjugation: remote past tense)
ndicharimira	I will cultivate (to v for / at / on behalf of) (conjugation: future tense)
unorimira	you (singular) cultivate (to v for / at / on behalf of) (conjugation: present habitual tense)
urikurimira	you (singular) are currently cultivate (to v for / at / on behalf of) (conjugation: progressive tense)
warimira	you (singular) cultivate (to v for / at / on behalf of) recently (conjugation: near past tense)
wakarimira	you (singular) cultivate (to v for / at / on behalf of) (conjugation: remote past tense)
ucharimira	you (singular) will cultivate (to v for / at / on behalf of) (conjugation: future tense)
anorimira	he/she/it cultivate (to v for / at / on behalf of) (conjugation: present habitual tense)
arikurimira	he/she/it is currently cultivate (to v for / at / on behalf of) (conjugation: progressive tense)
arimira	he/she/it cultivate (to v for / at / on behalf of) recently (conjugation: near past tense)
akarimira	he/she/it cultivate (to v for / at / on behalf of) (conjugation: remote past tense)
acharimira	he/she/it will cultivate (to v for / at / on behalf of) (conjugation: future tense)
tinorimira	we cultivate (to v for / at / on behalf of) (conjugation: present habitual tense)
tirikurimira	we are currently cultivate (to v for / at / on behalf of) (conjugation: progressive tense)
tarimira	we cultivate (to v for / at / on behalf of) recently (conjugation: near past tense)
takarimira	we cultivate (to v for / at / on behalf of) (conjugation: remote past tense)
ticharimira	we will cultivate (to v for / at / on behalf of) (conjugation: future tense)
munorimira	you (plural) cultivate (to v for / at / on behalf of) (conjugation: present habitual tense)
murikurimira	you (plural) are currently cultivate (to v for / at / on behalf of) (conjugation: progressive tense)
marimira	you (plural) cultivate (to v for / at / on behalf of) recently (conjugation: near past tense)
makarimira	you (plural) cultivate (to v for / at / on behalf of) (conjugation: remote past tense)
mucharimira	you (plural) will cultivate (to v for / at / on behalf of) (conjugation: future tense)
vanorimira	they cultivate (to v for / at / on behalf of) (conjugation: present habitual tense)
varikurimira	they are currently cultivate (to v for / at / on behalf of) (conjugation: progressive tense)
varimira	they cultivate (to v for / at / on behalf of) recently (conjugation: near past tense)
vakarimira	they cultivate (to v for / at / on behalf of) (conjugation: remote past tense)
vacharimira	they will cultivate (to v for / at / on behalf of) (conjugation: future tense)
ndinorimura	I cultivate (to un-v; reverse the action of v) (conjugation: present habitual tense)
ndirikurimura	I am currently cultivate (to un-v; reverse the action of v) (conjugation: progressive tense)
ndarimura	I cultivate (to un-v; reverse the action of v) recently (conjugation: near past tense)
ndakarimura	I cultivate (to un-v; reverse the action of v) (conjugation: remote past tense)
ndicharimura	I will cultivate (to un-v; reverse the action of v) (conjugation: future tense)
unorimura	you (singular) cultivate (to un-v; reverse the action of v) (conjugation: present habitual tense)
urikurimura	you (singular) are currently cultivate (to un-v; reverse the action of v) (conjugation: progressive tense)
warimura	you (singular) cultivate (to un-v; reverse the action of v) recently (conjugation: near past tense)
wakarimura	you (singular) cultivate (to un-v; reverse the action of v) (conjugation: remote past tense)
ucharimura	you (singular) will cultivate (to un-v; reverse the action of v) (conjugation: future tense)
anorimura	he/she/it cultivate (to un-v; reverse the action of v) (conjugation: present habitual tense)
arikurimura	he/she/it is currently cultivate (to un-v; reverse the action of v) (conjugation: progressive tense)
arimura	he/she/it cultivate (to un-v; reverse the action of v) recently (conjugation: near past tense)
akarimura	he/she/it cultivate (to un-v; reverse the action of v) (conjugation: remote past tense)
acharimura	he/she/it will cultivate (to un-v; reverse the action of v) (conjugation: future tense)
tinorimura	we cultivate (to un-v; reverse the action of v) (conjugation: present habitual tense)
tirikurimura	we are currently cultivate (to un-v; reverse the action of v) (conjugation: progressive tense)
tarimura	we cultivate (to un-v; reverse the action of v) recently (conjugation: near past tense)
takarimura	we cultivate (to un-v; reverse the action of v) (conjugation: remote past tense)
ticharimura	we will cultivate (to un-v; reverse the action of v) (conjugation: future tense)
munorimura	you (plural) cultivate (to un-v; reverse the action of v) (conjugation: present habitual tense)
murikurimura	you (plural) are currently cultivate (to un-v; reverse the action of v) (conjugation: progressive tense)
marimura	you (plural) cultivate (to un-v; reverse the action of v) recently (conjugation: near past tense)
